"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO";"NOME ÓRGÃO";"CÓDIGO UNIDADE GESTORA";"NOME UNIDADE GESTORA";"ANO EXTRATO";"MÊS EXTRATO";"TIPO AQUISIÇÃO";"CNPJ OU CPF FAVORECIDO";"NOME FAVORECIDO";"TRANSAÇÃO";"DATA TRANSAÇÃO";"VALOR TRANSAÇÃO"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"10";"Aquisição de Passagem Aérea";"31353848000128";"L. POMPILIO DA ROCHA - COM. E SERVICOS";"COMPRA A/V - R$ - APRES";"21/09/2021";"1400,00"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"10";"Aquisição de Passagem Aérea";"03867404000175";"ORIZA - MATERIAIS DE CONSTRUCOES LTDA";"COMPRA A/V - R$ - APRES";"31/08/2021";"77,60"
