"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO";"NOME ÓRGÃO";"CÓDIGO UNIDADE GESTORA";"NOME UNIDADE GESTORA";"ANO EXTRATO";"MÊS EXTRATO";"TIPO AQUISIÇÃO";"CNPJ OU CPF FAVORECIDO";"NOME FAVORECIDO";"TRANSAÇÃO";"DATA TRANSAÇÃO";"VALOR TRANSAÇÃO"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"10417608000250";"IRMAOS SILVA SALES LTDA";"COMPRA A/V - R$ - APRES";"09/11/2021";"41,40"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"10417608000250";"IRMAOS SILVA SALES LTDA";"COMPRA A/V - R$ - APRES";"09/11/2021";"68,40"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"00776574179458";"AMERICANAS S.A - EM RECUPERACAO JUDICIAL";"COMPRA A/V - R$ - APRES";"16/11/2021";"419,88"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"03867404000175";"ORIZA - MATERIAIS DE CONSTRUCOES LTDA";"COMPRA A/V - R$ - APRES";"17/11/2021";"144,98"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"31353848000128";"L. POMPILIO DA ROCHA - COM. E SERVICOS";"COMPRA A/V - R$ - APRES";"17/11/2021";"1700,00"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"31353848000128";"L. POMPILIO DA ROCHA - COM. E SERVICOS";"COMPRA A/V - R$ - APRES";"16/11/2021";"1363,00"
"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158283";"IFMA/CAMPUS BURITICUPU";"2021";"12";"Aquisição de Passagem Aérea";"31353848000128";"L. POMPILIO DA ROCHA - COM. E SERVICOS";"COMPRA A/V - R$ - APRES";"16/11/2021";"537,00"
